OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,TotalAmount,IsDelivered,DeliveryDelayDays,SourceSystem
10394,HUNGC,1,1996-12-25,1997-01-22,1997-01-03,3,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,442.0,1,-19.0,SQL
10395,HILAA,6,1996-12-26,1997-01-23,1997-01-03,1,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,2122.919952392578,1,-20.0,SQL
10396,FRANK,1,1996-12-27,1997-01-10,1997-01-06,3,135.35,Frankenversand,Berliner Platz 43,München,,80805,Germany,1903.7999877929688,1,-4.0,SQL
10397,PRINI,5,1996-12-27,1997-01-24,1997-01-02,1,60.26,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,716.7200317382812,1,-22.0,SQL
10398,SAVEA,2,1996-12-30,1997-01-27,1997-01-09,3,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,2505.599853515625,1,-18.0,SQL
10399,VAFFE,8,1996-12-31,1997-01-14,1997-01-08,3,27.36,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,1765.6000061035156,1,-6.0,SQL
10400,EASTC,1,1997-01-01,1997-01-29,1997-01-16,3,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK,3063.0,1,-13.0,SQL
10401,RATTC,1,1997-01-01,1997-01-29,1997-01-10,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,3868.6000061035156,1,-19.0,SQL
10402,ERNSH,8,1997-01-02,1997-02-13,1997-01-10,2,67.88,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,2713.5,1,-34.0,SQL
10403,ERNSH,4,1997-01-03,1997-01-31,1997-01-09,3,73.79,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,855.0150299072266,1,-22.0,SQL
10404,MAGAA,2,1997-01-03,1997-01-31,1997-01-08,1,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,1591.2499694824219,1,-23.0,SQL
10405,LINOD,1,1997-01-06,1997-02-03,1997-01-22,1,34.82,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,400.0,1,-12.0,SQL
10406,QUEEN,7,1997-01-07,1997-02-18,1997-01-13,1,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,1830.780044555664,1,-36.0,SQL
10407,OTTIK,2,1997-01-07,1997-02-04,1997-01-30,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,1194.0,1,-5.0,SQL
10408,FOLIG,8,1997-01-08,1997-02-05,1997-01-14,1,11.26,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,1622.400001525879,1,-22.0,SQL
10409,OCEAN,3,1997-01-09,1997-02-06,1997-01-14,1,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,319.1999969482422,1,-23.0,SQL
10410,BOTTM,3,1997-01-10,1997-02-07,1997-01-15,3,2.4,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,802.0,1,-23.0,SQL
10411,BOTTM,9,1997-01-10,1997-02-07,1997-01-21,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,966.8000183105469,1,-17.0,SQL
10412,WARTH,8,1997-01-13,1997-02-10,1997-01-15,2,3.77,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,334.79998779296875,1,-26.0,SQL
10413,LAMAI,3,1997-01-14,1997-02-11,1997-01-16,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,2123.2000122070312,1,-26.0,SQL
10414,FAMIA,2,1997-01-14,1997-02-11,1997-01-17,3,21.48,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,224.82999420166016,1,-25.0,SQL
10415,HUNGC,3,1997-01-15,1997-02-12,1997-01-24,1,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,102.4000015258789,1,-19.0,SQL
10416,WARTH,8,1997-01-16,1997-02-13,1997-01-27,3,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,720.0,1,-17.0,SQL
10417,SIMOB,4,1997-01-16,1997-02-13,1997-01-28,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,11188.400000572205,1,-16.0,SQL
10418,QUICK,4,1997-01-17,1997-02-14,1997-01-24,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1814.7999877929688,1,-21.0,SQL
10419,RICSU,4,1997-01-20,1997-02-17,1997-01-30,2,137.35,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,2097.6000366210938,1,-18.0,SQL
10420,WELLI,3,1997-01-21,1997-02-18,1997-01-27,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,1707.8399209976196,1,-22.0,SQL
10421,QUEDE,8,1997-01-21,1997-03-04,1997-01-27,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,1194.2700214385986,1,-36.0,SQL
10422,FRANS,2,1997-01-22,1997-02-19,1997-01-31,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy,49.79999923706055,1,-19.0,SQL
10423,GOURL,6,1997-01-23,1997-02-06,1997-02-24,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,1020.0,1,18.0,SQL
10424,MEREP,7,1997-01-23,1997-02-20,1997-01-27,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,9194.560363769531,1,-24.0,SQL
10425,LAMAI,6,1997-01-24,1997-02-21,1997-02-14,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,360.0,1,-7.0,SQL
10426,GALED,4,1997-01-27,1997-02-24,1997-02-06,1,18.69,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain,338.1999969482422,1,-18.0,SQL
10427,PICCO,4,1997-01-27,1997-02-24,1997-03-03,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,651.0,1,7.0,SQL
10428,REGGC,7,1997-01-28,1997-02-25,1997-02-04,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,192.0,1,-21.0,SQL
10429,HUNGO,3,1997-01-29,1997-03-12,1997-02-07,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,1441.375,1,-33.0,SQL
10430,ERNSH,4,1997-01-30,1997-02-13,1997-02-03,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,4899.2000732421875,1,-10.0,SQL
10431,BOTTM,4,1997-01-30,1997-02-13,1997-02-07,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,1892.25,1,-6.0,SQL
10432,SPLIR,3,1997-01-31,1997-02-14,1997-02-07,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,485.0,1,-7.0,SQL
10433,PRINI,3,1997-02-03,1997-03-03,1997-03-04,3,73.83,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,851.2000122070312,1,1.0,SQL
10434,FOLKO,3,1997-02-03,1997-03-03,1997-02-13,2,17.92,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,321.1200256347656,1,-18.0,SQL
10435,CONSH,8,1997-02-04,1997-03-18,1997-02-07,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,631.6000061035156,1,-39.0,SQL
10436,BLONP,3,1997-02-05,1997-03-05,1997-02-11,2,156.66,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,1994.5199737548828,1,-22.0,SQL
10437,WARTH,8,1997-02-05,1997-03-05,1997-02-12,1,19.97,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,393.0,1,-21.0,SQL
10438,TOMSP,3,1997-02-06,1997-03-06,1997-02-14,2,8.24,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,453.99999237060547,1,-20.0,SQL
10439,MEREP,6,1997-02-07,1997-03-07,1997-02-10,3,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1078.0,1,-25.0,SQL
10440,SAVEA,4,1997-02-10,1997-03-10,1997-02-28,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,4924.135192871094,1,-10.0,SQL
10441,OLDWO,3,1997-02-10,1997-03-24,1997-03-14,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,1755.0,1,-10.0,SQL
10442,ERNSH,3,1997-02-11,1997-03-11,1997-02-18,2,47.94,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1792.0,1,-21.0,SQL
10443,REGGC,8,1997-02-12,1997-03-12,1997-02-14,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,517.4399948120117,1,-26.0,SQL
10444,BERGS,3,1997-02-12,1997-03-12,1997-02-21,3,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,1031.6999969482422,1,-19.0,SQL
10445,BERGS,3,1997-02-13,1997-03-13,1997-02-20,1,9.3,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,174.9000015258789,1,-21.0,SQL
10446,TOMSP,6,1997-02-14,1997-03-14,1997-02-19,1,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,246.239990234375,1,-23.0,SQL
10447,RICAR,4,1997-02-14,1997-03-14,1997-03-07,2,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,914.4000015258789,1,-7.0,SQL
10448,RANCH,4,1997-02-17,1997-03-17,1997-02-24,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina,443.3999938964844,1,-21.0,SQL
10449,BLONP,3,1997-02-18,1997-03-18,1997-02-27,2,53.3,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,1838.2000122070312,1,-19.0,SQL
10450,VICTE,8,1997-02-19,1997-03-19,1997-03-11,2,7.23,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,425.1200199127197,1,-8.0,SQL
10451,QUICK,4,1997-02-19,1997-03-05,1997-03-12,3,189.09,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,3849.6597900390625,1,7.0,SQL
10452,SAVEA,8,1997-02-20,1997-03-20,1997-02-26,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,2018.5,1,-22.0,SQL
10453,AROUT,1,1997-02-21,1997-03-21,1997-02-26,2,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,407.6999969482422,1,-23.0,SQL
10454,LAMAI,4,1997-02-21,1997-03-21,1997-02-25,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,331.20001220703125,1,-24.0,SQL
10455,WARTH,8,1997-02-24,1997-04-07,1997-03-03,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,2684.0,1,-35.0,SQL
10456,KOENE,8,1997-02-25,1997-04-08,1997-02-28,2,8.12,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,557.6000061035156,1,-39.0,SQL
10457,KOENE,2,1997-02-25,1997-03-25,1997-03-03,1,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,1584.0,1,-22.0,SQL
10458,SUPRD,7,1997-02-26,1997-03-26,1997-03-04,3,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,3891.0,1,-22.0,SQL
10459,VICTE,4,1997-02-27,1997-03-27,1997-02-28,2,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,1659.1999816894531,1,-27.0,SQL
10460,FOLKO,8,1997-02-28,1997-03-28,1997-03-03,1,16.27,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,176.0999984741211,1,-25.0,SQL
10461,LILAS,1,1997-02-28,1997-03-28,1997-03-05,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1538.6999816894531,1,-23.0,SQL
10462,CONSH,2,1997-03-03,1997-03-31,1997-03-18,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,155.99999713897705,1,-13.0,SQL
10463,SUPRD,5,1997-03-04,1997-04-01,1997-03-06,3,14.78,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,713.3000030517578,1,-26.0,SQL
10464,FURIB,4,1997-03-04,1997-04-01,1997-03-14,2,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,1609.2800521850586,1,-18.0,SQL
10465,VAFFE,1,1997-03-05,1997-04-02,1997-03-14,3,145.04,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark,2517.9999237060547,1,-19.0,SQL
10466,COMMI,4,1997-03-06,1997-04-03,1997-03-13,1,11.93,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,216.0,1,-21.0,SQL
10467,MAGAA,8,1997-03-06,1997-04-03,1997-03-11,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,235.1999969482422,1,-23.0,SQL
10468,KOENE,3,1997-03-07,1997-04-04,1997-03-12,3,44.12,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,717.6000061035156,1,-23.0,SQL
10469,WHITC,1,1997-03-10,1997-04-07,1997-03-14,1,60.18,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,956.675012588501,1,-24.0,SQL
10470,BONAP,4,1997-03-11,1997-04-08,1997-03-14,2,64.56,Bon app',"12, rue des Bouchers",Marseille,,13008,France,1820.8000030517578,1,-25.0,SQL
10471,BSBEV,2,1997-03-11,1997-04-08,1997-03-18,3,45.59,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,1328.0,1,-21.0,SQL
10472,SEVES,8,1997-03-12,1997-04-09,1997-03-19,1,4.2,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,1036.8000183105469,1,-21.0,SQL
10473,ISLAT,1,1997-03-13,1997-03-27,1997-03-21,3,16.37,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,230.39999389648438,1,-6.0,SQL
10474,PERIC,5,1997-03-13,1997-04-10,1997-03-21,2,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,1249.1000213623047,1,-20.0,SQL
10475,SUPRD,9,1997-03-14,1997-04-11,1997-04-04,1,68.52,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,1505.1800537109375,1,-7.0,SQL
10476,HILAA,8,1997-03-17,1997-04-14,1997-03-24,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,180.47999954223633,1,-21.0,SQL
10477,PRINI,5,1997-03-17,1997-04-14,1997-03-25,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,558.0,1,-20.0,SQL
10478,VICTE,2,1997-03-18,1997-04-01,1997-03-26,3,4.81,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,471.1999816894531,1,-6.0,SQL
10479,RATTC,3,1997-03-19,1997-04-16,1997-03-21,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,10495.599975585938,1,-26.0,SQL
10480,FOLIG,6,1997-03-20,1997-04-17,1997-03-24,2,1.35,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,756.0,1,-24.0,SQL
10481,RICAR,8,1997-03-20,1997-04-17,1997-03-25,2,64.33,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,1472.0,1,-23.0,SQL
10482,LAZYK,1,1997-03-21,1997-04-18,1997-04-10,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA,147.0,1,-8.0,SQL
10483,WHITC,7,1997-03-24,1997-04-21,1997-04-25,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,668.7999877929688,1,4.0,SQL
10484,BSBEV,3,1997-03-24,1997-04-21,1997-04-01,3,6.88,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,386.1999969482422,1,-20.0,SQL
10485,LINOD,4,1997-03-25,1997-04-08,1997-03-31,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,1583.9999694824219,1,-8.0,SQL
10486,HILAA,1,1997-03-26,1997-04-23,1997-04-02,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1272.0,1,-21.0,SQL
10487,QUEEN,2,1997-03-26,1997-04-23,1997-03-28,2,71.07,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,889.7000045776367,1,-26.0,SQL
10488,FRANK,8,1997-03-27,1997-04-24,1997-04-02,2,4.93,Frankenversand,Berliner Platz 43,München,,80805,Germany,1512.0,1,-22.0,SQL
10489,PICCO,6,1997-03-28,1997-04-25,1997-04-09,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,439.1999969482422,1,-16.0,SQL
10490,HILAA,7,1997-03-31,1997-04-28,1997-04-03,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,3163.199996948242,1,-25.0,SQL
10491,FURIB,8,1997-03-31,1997-04-28,1997-04-08,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,259.5050048828125,1,-20.0,SQL
10492,BOTTM,3,1997-04-01,1997-04-29,1997-04-11,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,851.1999664306641,1,-18.0,SQL
10493,LAMAI,4,1997-04-02,1997-04-30,1997-04-10,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,608.3999633789062,1,-20.0,SQL
10494,COMMI,4,1997-04-02,1997-04-30,1997-04-09,2,65.99,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,912.0,1,-21.0,SQL
10495,LAUGB,3,1997-04-03,1997-05-01,1997-04-11,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,278.0,1,-20.0,SQL
10496,TRADH,7,1997-04-04,1997-05-02,1997-04-07,2,46.77,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,190.0,1,-25.0,SQL
10497,LEHMS,7,1997-04-04,1997-05-02,1997-04-07,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,1380.6000061035156,1,-25.0,SQL
10498,HILAA,8,1997-04-07,1997-05-05,1997-04-11,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,575.0,1,-24.0,SQL
10499,LILAS,4,1997-04-08,1997-05-06,1997-04-16,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1412.0,1,-20.0,SQL
10500,LAMAI,6,1997-04-09,1997-05-07,1997-04-17,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,523.2599945068359,1,-20.0,SQL
10501,BLAUS,9,1997-04-09,1997-05-07,1997-04-16,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,149.0,1,-21.0,SQL
10502,PERIC,2,1997-04-10,1997-05-08,1997-04-29,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,816.3000030517578,1,-9.0,SQL
10503,HUNGO,6,1997-04-11,1997-05-09,1997-04-16,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,2048.5,1,-23.0,SQL
10504,WHITC,4,1997-04-11,1997-05-09,1997-04-18,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,1388.5,1,-21.0,SQL
10505,MEREP,3,1997-04-14,1997-05-12,1997-04-21,3,7.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,147.89999389648438,1,-21.0,SQL
10506,KOENE,9,1997-04-15,1997-05-13,1997-05-02,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,415.79998779296875,1,-11.0,SQL
10507,ANTON,7,1997-04-15,1997-05-13,1997-04-22,1,47.45,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,749.0625,1,-21.0,SQL
10508,OTTIK,1,1997-04-16,1997-05-14,1997-05-13,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,240.0,1,-1.0,SQL
10509,BLAUS,4,1997-04-17,1997-05-15,1997-04-29,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,136.8000030517578,1,-16.0,SQL
10510,SAVEA,6,1997-04-18,1997-05-16,1997-04-28,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,4707.539932250977,1,-18.0,SQL
10511,BONAP,4,1997-04-18,1997-05-16,1997-04-21,3,350.64,Bon app',"12, rue des Bouchers",Marseille,,13008,France,2550.0,1,-25.0,SQL
10512,FAMIA,7,1997-04-21,1997-05-19,1997-04-24,2,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,525.3000221252441,1,-25.0,SQL
10513,WANDK,7,1997-04-22,1997-06-03,1997-04-28,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,1942.0,1,-36.0,SQL
10514,ERNSH,3,1997-04-22,1997-05-20,1997-05-16,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,8623.450012207031,1,-4.0,SQL
10515,QUICK,2,1997-04-23,1997-05-07,1997-05-23,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,9921.300170898438,1,16.0,SQL
10516,HUNGO,2,1997-04-24,1997-05-22,1997-05-01,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,2381.0499877929688,1,-21.0,SQL
10517,NORTS,3,1997-04-24,1997-05-22,1997-04-29,3,32.07,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK,352.0,1,-23.0,SQL
10518,TORTU,4,1997-04-25,1997-05-09,1997-05-05,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,4150.050003051758,1,-4.0,SQL
10519,CHOPS,6,1997-04-28,1997-05-26,1997-05-01,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,2314.199981689453,1,-25.0,SQL
10520,SANTG,7,1997-04-29,1997-05-27,1997-05-01,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,200.0,1,-26.0,SQL
10521,CACTU,8,1997-04-29,1997-05-27,1997-05-02,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,225.5,1,-25.0,SQL
10522,LEHMS,4,1997-04-30,1997-05-28,1997-05-06,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,2318.239990234375,1,-22.0,SQL
10523,SEVES,7,1997-05-01,1997-05-29,1997-05-30,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,2444.3099822998047,1,1.0,SQL
10524,BERGS,1,1997-05-01,1997-05-29,1997-05-07,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,3192.6499938964844,1,-22.0,SQL
10525,BONAP,1,1997-05-02,1997-05-30,1997-05-23,2,11.06,Bon app',"12, rue des Bouchers",Marseille,,13008,France,818.3999938964844,1,-7.0,SQL
10526,WARTH,4,1997-05-05,1997-06-02,1997-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,1151.400001525879,1,-18.0,SQL
10527,QUICK,7,1997-05-05,1997-06-02,1997-05-07,1,41.9,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,1503.0,1,-26.0,SQL
10528,GREAL,6,1997-05-06,1997-05-20,1997-05-09,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,392.20001220703125,1,-11.0,SQL
10529,MAISD,5,1997-05-07,1997-06-04,1997-05-09,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,946.0,1,-26.0,SQL
10530,PICCO,3,1997-05-08,1997-06-05,1997-05-12,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,4180.0,1,-24.0,SQL
10531,OCEAN,7,1997-05-08,1997-06-05,1997-05-19,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,110.0,1,-17.0,SQL
10532,EASTC,7,1997-05-09,1997-06-06,1997-05-12,3,74.46,Eastern Connection,35 King George,London,,WX3 6FW,UK,796.3500061035156,1,-25.0,SQL
10533,FOLKO,8,1997-05-12,1997-06-09,1997-05-22,1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,2222.2000122070312,1,-18.0,SQL
10534,LEHMS,8,1997-05-12,1997-06-09,1997-05-14,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,465.6999931335449,1,-26.0,SQL
10535,ANTON,4,1997-05-13,1997-06-10,1997-05-21,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,1940.8499908447266,1,-20.0,SQL
10536,LEHMS,3,1997-05-14,1997-06-11,1997-06-06,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,1645.0,1,-5.0,SQL
10537,RICSU,1,1997-05-14,1997-05-28,1997-05-19,1,78.85,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,1823.7999877929688,1,-9.0,SQL
10538,BSBEV,9,1997-05-15,1997-06-12,1997-05-16,3,4.87,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,139.79999923706055,1,-27.0,SQL
10539,BSBEV,6,1997-05-16,1997-06-13,1997-05-23,3,12.36,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,355.5,1,-21.0,SQL
10540,QUICK,3,1997-05-19,1997-06-16,1997-06-13,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,10191.699951171875,1,-3.0,SQL
